lat,lon,Enb.avg_income,Enb.woz,Enbp.high_education,Enbp.independent,Enbp.low_education,Enbp.unemployed,Gcb.buurt,Gcb.buurtcode,Inp.Grey,Pnb.cohesion,Pnb.diversity,Pnb.good_life,Pnb.pop,Pnbp.complains_aq,Pnbp.complains_noise,Pnbp.feels_unsafe,Pnbp.mostly_by_car,Pnbp.mostly_walking,Pnbp.unhappy,Vc.milieuzone,Vc.mode_species,Vc.mode_tree_species,Vn.PM10_avg_2020,Vn.PM10_avg_2021,Vn.PM10_avg_2022,Vn.med_tree_height,Vn.number_species,Vn.number_tree_species,Vn.number_trees,Vn.prec_ann,Vn.tavg_ann,Vnp.Green
51448,5472,29.9,226.0,38.29,66.9,22.8,8.0,Hemelrijken,412,0.23381003591547328,5.0,0.78,6.5,83.0,32.0,66.0,47.0,76.0,40.0,9.0,1,,Valse christusdoorn cv,,,,6.75,,2.0,4.0,64.58333333333333,10.11907958984375,0.004450591794602968
51448,5473,29.9,226.0,38.29,66.9,22.8,8.0,Hemelrijken,412,0.2499626338568862,5.0,0.78,6.5,83.0,32.0,66.0,47.0,76.0,40.0,9.0,1,,Zuilhaagbeuk,,,,10.5,,2.0,4.0,64.58333333333333,10.11907958984375,0.0
51448,5474,35.1,247.0,28.8,72.7,31.6,14.0,Gildebuurt,413,0.3086281867022592,5.0,0.67,6.5,85.0,32.0,66.0,47.0,76.0,40.0,9.0,1,,Sierpeer cv,,,,10.5,,4.0,9.0,64.58333333333333,10.11907958984375,0.0024898536163702337
51448,5475,35.1,247.0,28.8,72.7,31.6,14.0,Gildebuurt,413,0.29788634052487195,5.0,0.67,6.5,85.0,32.0,66.0,47.0,76.0,40.0,9.0,1,,Gewone esdoorn cv,,,,7.5,,5.0,7.0,64.58333333333333,10.11907958984375,0.019314210805592622
51448,5476,35.1,247.0,28.8,72.7,31.6,14.0,Gildebuurt,413,0.2741809518095815,5.0,0.67,6.5,85.0,32.0,66.0,47.0,76.0,40.0,9.0,1,,Zomereik,,,,7.5,,2.0,7.0,64.58333333333333,10.11907958984375,0.03623900167171197
51448,5477,35.1,247.0,28.8,72.7,31.6,14.0,Gildebuurt,413,0.3923167117472565,5.0,0.67,6.5,85.0,32.0,66.0,47.0,76.0,40.0,9.0,1,,Zomereik,,,,13.5,,3.0,32.0,,,0.4295392957402662
51448,5478,44.9,257.0,69.59,79.9,17.6,2.0,Woenselse Watermolen,414,0.15451975684123057,5.4,0.74,7.2,56.0,27.0,50.0,12.0,64.0,18.0,12.0,1,CHELIDONIUM MAJUS,Sierappel cv,,,,3.0,1.0,1.0,3.0,64.58333333333333,10.11907958984375,0.013222124700693888
51448,5479,44.9,257.0,69.59,79.9,17.6,2.0,Woenselse Watermolen,414,0.2474844274412369,5.4,0.74,7.2,56.0,27.0,50.0,12.0,64.0,18.0,12.0,1,,Smalbladige es cv,,,,10.5,,2.0,9.0,64.58333333333333,10.11907958984375,0.049736638850391236
51448,5480,44.9,257.0,69.59,79.9,17.6,2.0,Woenselse Watermolen,414,0.24723830634594376,5.4,0.74,7.2,56.0,27.0,50.0,12.0,64.0,18.0,12.0,1,,Dubbelbloemige paardenkastanje,,,,10.5,,4.0,9.0,64.58333333333333,10.11907958984375,0.04110514371875184
51448,5481,44.9,257.0,69.59,79.9,17.6,2.0,Woenselse Watermolen,414,0.15305268035407382,5.4,0.74,7.2,56.0,27.0,50.0,12.0,64.0,18.0,12.0,1,,Moeraseik,,,,21.0,,3.0,33.0,64.58333333333333,10.11907958984375,0.1183488985987494
51448,5482,24.0,111.0,64.5,79.4,2.6,3.0,TU-terrein,115,0.2501111991546702,,0.89,,5.0,,,,,,,1,LINARIA VULGARIS,Moeraseik,,,,13.5,2.0,1.0,1.0,64.58333333333333,10.11907958984375,0.6530261577753266
51448,5483,24.0,111.0,64.5,79.4,2.6,3.0,TU-terrein,115,0.1054422388144236,,0.89,,5.0,,,,,,,1,PRUNELLA VULGARIS,,,,,,3.0,,,64.58333333333333,10.11907958984375,0.95
51448,5484,24.0,111.0,64.5,79.4,2.6,3.0,TU-terrein,115,0.8489965038473867,,0.89,,5.0,,,,,,,1,CHELIDONIUM MAJUS,,,,,,2.0,,,64.58333333333333,10.11907958984375,0.08977844922439729
51448,5485,24.0,111.0,64.5,79.4,2.6,3.0,TU-terrein,115,0.5682711178138651,,0.89,,5.0,,,,,,,1,URTICA DIOICA,,,,,,1.0,,,64.58333333333333,10.11907958984375,0.0
51448,5486,24.0,111.0,64.5,79.4,2.6,3.0,TU-terrein,115,0.3310209354712767,,0.89,,5.0,,,,,,,1,,,,,,,,,,64.58333333333333,10.11907958984375,0.0
51448,5487,24.0,111.0,64.5,79.4,2.6,3.0,TU-terrein,115,0.34701221946503197,,0.89,,5.0,,,,,,,1,,,,,,,,,,,,0.0
51448,5488,24.0,111.0,64.5,79.4,2.6,3.0,TU-terrein,115,0.8988304747979222,,0.89,,5.0,,,,,,,1,,,,,,,,,,64.58333333333333,10.11907958984375,0.0
51448,5489,24.0,111.0,64.5,79.4,2.6,3.0,TU-terrein,115,0.7399036707078854,,0.89,,5.0,,,,,,,1,,,,,,,,,,64.58333333333333,10.11907958984375,0.00045021513627696027
51448,5490,24.0,111.0,64.5,79.4,2.6,3.0,TU-terrein,115,0.5233119811081595,,0.89,,5.0,,,,,,,1,,,,,,,,,,64.58333333333333,10.11907958984375,0.0
51448,5491,24.0,111.0,64.5,79.4,2.6,3.0,TU-terrein,115,0.6240533230624603,,0.89,,5.0,,,,,,,1,,,,,,,,,,64.58333333333333,10.11907958984375,0.0
51448,5492,24.0,111.0,64.5,79.4,2.6,3.0,TU-terrein,115,0.21943222705542634,,0.89,,5.0,,,,,,,1,,,,,,,,,,64.58333333333333,10.11907958984375,0.0
51448,5493,24.0,111.0,64.5,79.4,2.6,3.0,TU-terrein,115,0.048398336506711444,,0.89,,5.0,,,,,,,1,,,,,,,,,,64.58333333333333,10.11907958984375,0.0
51448,5494,24.0,111.0,64.5,79.4,2.6,3.0,TU-terrein,115,0.16579236723375407,,0.89,,5.0,,,,,,,1,,,,,,,,,,64.58333333333333,10.11907958984375,0.0
51448,5495,24.0,111.0,64.5,79.4,2.6,3.0,TU-terrein,115,0.10148536518858008,,0.89,,5.0,,,,,,,1,,,,,,,,,,64.58333333333333,10.11907958984375,0.0
51448,5496,24.0,111.0,64.5,79.4,2.6,3.0,TU-terrein,115,0.04918026384605955,,0.89,,5.0,,,,,,,1,,,,,,,,,,64.58333333333333,10.11907958984375,0.0
51448,5497,24.0,111.0,64.5,79.4,2.6,3.0,TU-terrein,115,0.06206344985607555,,0.89,,5.0,,,,,,,1,,,,,,,,,,64.58333333333333,10.11907958984375,0.008687167594975068
51448,5498,150.19,923.0,73.3,78.7,6.7,,Karpen,336,0.3083710415184381,6.5,0.39,8.1,4.0,23.0,53.0,10.0,66.0,19.0,4.0,0,,,,,,,,,,,,0.03819769318406412
51448,5499,150.19,923.0,73.3,78.7,6.7,,Karpen,336,0.1086940546138917,6.5,0.39,8.1,4.0,23.0,53.0,10.0,66.0,19.0,4.0,0,,Oostenrijkse den,,,,10.5,,7.0,11.0,64.58333333333333,10.11907958984375,0.06912955293401958
51448,5500,150.19,923.0,73.3,78.7,6.7,,Karpen,336,0.0,6.5,0.39,8.1,4.0,23.0,53.0,10.0,66.0,19.0,4.0,0,,Moerascypres,,,,13.5,,3.0,4.0,63.916666666666664,9.986414591471354,0.005580371635397907
51448,5501,150.19,923.0,73.3,78.7,6.7,,Karpen,336,0.07457789519157126,6.5,0.39,8.1,4.0,23.0,53.0,10.0,66.0,19.0,4.0,0,,Cypress,,,,16.5,,2.0,5.0,63.916666666666664,9.986414591471354,0.059203421781226805
51448,5502,150.19,923.0,73.3,78.7,6.7,,Karpen,336,0.06672576653181696,6.5,0.39,8.1,4.0,23.0,53.0,10.0,66.0,19.0,4.0,0,,Sierkers,,,,13.5,,5.0,9.0,63.916666666666664,9.986414591471354,0.819776990212825
51448,5503,150.19,923.0,73.3,78.7,6.7,,Karpen,336,0.044372018110041704,6.5,0.39,8.1,4.0,23.0,53.0,10.0,66.0,19.0,4.0,0,,Beuk,,,,16.5,,6.0,15.0,63.916666666666664,9.986414591471354,0.45080366149494233
51448,5504,150.19,923.0,73.3,78.7,6.7,,Karpen,336,0.164819066136485,6.5,0.39,8.1,4.0,23.0,53.0,10.0,66.0,19.0,4.0,0,,Zilveresdoorn cv,,,,21.0,,5.0,13.0,63.916666666666664,9.986414591471354,0.009747517510234453
51448,5505,150.19,923.0,73.3,78.7,6.7,,Karpen,336,0.13217523508738316,6.5,0.39,8.1,4.0,23.0,53.0,10.0,66.0,19.0,4.0,0,,Iep,,,,16.5,,1.0,2.0,63.916666666666664,9.986414591471354,0.14172181070120965
51448,5506,150.19,923.0,73.3,78.7,6.7,,Karpen,336,0.07722676769703142,6.5,0.39,8.1,4.0,23.0,53.0,10.0,66.0,19.0,4.0,0,,Berk,,,,16.5,,1.0,1.0,63.916666666666664,9.986414591471354,0.37024928352121195
51448,5507,39.29,245.0,30.7,63.8,27.0,8.0,'t Hofke,335,0.055075393205174294,6.3,0.61,7.5,20.0,22.0,45.0,11.0,58.0,9.0,6.0,0,,Zomereik,,,,21.0,,1.0,2.0,63.916666666666664,9.986414591471354,0.8513379547156146
51448,5508,39.29,245.0,30.7,63.8,27.0,8.0,'t Hofke,335,0.11142089745641999,6.3,0.61,7.5,20.0,22.0,45.0,11.0,58.0,9.0,6.0,0,,Zomereik,,,,13.5,,2.0,10.0,63.916666666666664,9.986414591471354,0.4885071565493542
51448,5509,39.29,245.0,30.7,63.8,27.0,8.0,'t Hofke,335,0.07079938338090623,6.3,0.61,7.5,20.0,22.0,45.0,11.0,58.0,9.0,6.0,0,,Zomereik,,,,21.0,,1.0,8.0,63.916666666666664,9.986414591471354,0.18411656335183496
51448,5510,39.29,245.0,30.7,63.8,27.0,8.0,'t Hofke,335,0.029089164345746224,6.3,0.61,7.5,20.0,22.0,45.0,11.0,58.0,9.0,6.0,0,LAMIUM GALEOBDOLON,Zomereik,,,,16.5,1.0,2.0,31.0,63.916666666666664,9.986414591471354,0.20674938063988085
51448,5511,39.29,245.0,30.7,63.8,27.0,8.0,'t Hofke,335,0.024451334581761318,6.3,0.61,7.5,20.0,22.0,45.0,11.0,58.0,9.0,6.0,0,LEONURUS CARDIACA,Zomereik,,,,15.75,3.0,2.0,2.0,63.916666666666664,9.986414591471354,0.3253543469901442
51448,5512,39.29,245.0,30.7,63.8,27.0,8.0,'t Hofke,335,0.08027483015229404,6.3,0.61,7.5,20.0,22.0,45.0,11.0,58.0,9.0,6.0,0,ALLIARIA PETIOLATA,Zomereik,,,,16.5,7.0,1.0,3.0,63.916666666666664,9.986414591471354,0.3221906130225847
51448,5513,39.29,245.0,30.7,63.8,27.0,8.0,'t Hofke,335,0.10260806046499182,6.3,0.61,7.5,20.0,22.0,45.0,11.0,58.0,9.0,6.0,0,ACER PSEUDOPLATANUS,Valse acasia,,,,13.5,1.0,6.0,28.0,63.916666666666664,9.986414591471354,0.0870249396532587
51448,5514,39.29,245.0,30.7,63.8,27.0,8.0,'t Hofke,335,0.2179280208240448,6.3,0.61,7.5,20.0,22.0,45.0,11.0,58.0,9.0,6.0,0,,Valse christusdoorn cv,,,,7.5,,2.0,9.0,63.916666666666664,9.986414591471354,0.001018631744090922
51448,5515,39.29,245.0,30.7,63.8,27.0,8.0,'t Hofke,335,0.054064807652069814,6.3,0.61,7.5,20.0,22.0,45.0,11.0,58.0,9.0,6.0,0,,Boomhazelaar,,,,7.5,,2.0,4.0,63.916666666666664,9.986414591471354,0.4758934906075588
51448,5516,39.29,245.0,30.7,63.8,27.0,8.0,'t Hofke,335,0.06928465646125036,6.3,0.61,7.5,20.0,22.0,45.0,11.0,58.0,9.0,6.0,0,,Beuk,,,,21.0,,1.0,1.0,63.916666666666664,9.986414591471354,0.17507362240547317
51448,5517,39.29,245.0,30.7,63.8,27.0,8.0,'t Hofke,335,0.3441382987258571,6.3,0.61,7.5,20.0,22.0,45.0,11.0,58.0,9.0,6.0,0,,Amerikaanse es,,,,9.0,,5.0,10.0,63.916666666666664,9.986414591471354,0.05610926516344254
51448,5518,39.29,245.0,30.7,63.8,27.0,8.0,'t Hofke,335,0.018875684157104385,6.3,0.61,7.5,20.0,22.0,45.0,11.0,58.0,9.0,6.0,0,,Gewone esdoorn cv,,,,3.0,,1.0,1.0,63.916666666666664,9.986414591471354,0.11563779758514738
51448,5519,39.29,245.0,30.7,63.8,27.0,8.0,'t Hofke,335,0.0010718107453823649,6.3,0.61,7.5,20.0,22.0,45.0,11.0,58.0,9.0,6.0,0,,Zilverlinde,,,,7.5,,1.0,2.0,63.916666666666664,9.986414591471354,0.24190933856443259
51448,5520,39.29,245.0,30.7,63.8,27.0,8.0,'t Hofke,335,0.19160932082071105,6.3,0.61,7.5,20.0,22.0,45.0,11.0,58.0,9.0,6.0,0,AMARANTHUS BLITUM,Noorse esdoorn cv,,,,7.5,1.0,2.0,14.0,63.916666666666664,9.986414591471354,0.0649546247190211
51448,5521,39.29,245.0,30.7,63.8,27.0,8.0,'t Hofke,335,0.1801432067378492,6.3,0.61,7.5,20.0,22.0,45.0,11.0,58.0,9.0,6.0,0,,Zuilhaagbeuk,,,,9.0,,5.0,6.0,63.916666666666664,9.986414591471354,0.030494075543250957
51448,5522,39.29,245.0,30.7,63.8,27.0,8.0,'t Hofke,335,0.223251467529934,6.3,0.61,7.5,20.0,22.0,45.0,11.0,58.0,9.0,6.0,0,LAMIUM MACULATUM,Beverboom cv,,,,7.5,3.0,3.0,14.0,63.916666666666664,9.986414591471354,0.007615447108611304
51448,5523,39.29,245.0,30.7,63.8,27.0,8.0,'t Hofke,335,0.2661436182921986,6.3,0.61,7.5,20.0,22.0,45.0,11.0,58.0,9.0,6.0,0,,Zuilhaagbeuk,,,,7.5,,5.0,11.0,63.916666666666664,9.986414591471354,0.04079570102866106
51448,5524,39.29,245.0,30.7,63.8,27.0,8.0,'t Hofke,335,0.23961558076837533,6.3,0.61,7.5,20.0,22.0,45.0,11.0,58.0,9.0,6.0,0,,Zuilhaagbeuk,,,,7.5,,5.0,17.0,63.916666666666664,9.986414591471354,0.007597510975221243
51448,5525,39.29,245.0,30.7,63.8,27.0,8.0,'t Hofke,335,0.3811597569661315,6.3,0.61,7.5,20.0,22.0,45.0,11.0,58.0,9.0,6.0,0,,Veldesdoorn cv,,,,7.5,,5.0,18.0,63.916666666666664,9.986414591471354,0.04848364364573949
51448,5526,39.29,245.0,30.7,63.8,27.0,8.0,'t Hofke,335,0.19222442862617284,6.3,0.61,7.5,20.0,22.0,45.0,11.0,58.0,9.0,6.0,0,,Zomereik,,,,7.5,,8.0,25.0,63.916666666666664,9.986414591471354,0.5456730765733149
51448,5527,39.29,245.0,30.7,63.8,27.0,8.0,'t Hofke,335,0.07228184605609865,6.3,0.61,7.5,20.0,22.0,45.0,11.0,58.0,9.0,6.0,0,,Zomereik,,,,10.5,,1.0,1.0,63.916666666666664,9.986414591471354,0.7775701976698624
51448,5528,39.29,245.0,30.7,63.8,27.0,8.0,'t Hofke,335,0.0,6.3,0.61,7.5,20.0,22.0,45.0,11.0,58.0,9.0,6.0,0,,,,,,,,,,63.916666666666664,9.986414591471354,0.9012687758000739
51448,5529,39.29,245.0,30.7,63.8,27.0,8.0,'t Hofke,335,0.0,6.3,0.61,7.5,20.0,22.0,45.0,11.0,58.0,9.0,6.0,0,,Zomereik,,,,13.5,,2.0,9.0,63.916666666666664,9.986414591471354,0.7476200286010133
51448,5530,39.29,245.0,30.7,63.8,27.0,8.0,'t Hofke,335,0.004318845114220382,6.3,0.61,7.5,20.0,22.0,45.0,11.0,58.0,9.0,6.0,0,,Zomereik,,,,16.5,,2.0,9.0,63.916666666666664,9.986414591471354,0.6398367210994899
51448,5531,39.29,245.0,30.7,63.8,27.0,8.0,'t Hofke,335,0.010438497605925419,6.3,0.61,7.5,20.0,22.0,45.0,11.0,58.0,9.0,6.0,0,,Zomereik,,,,13.5,,1.0,4.0,63.916666666666664,9.986414591471354,0.6193702219105802
51448,5532,39.29,245.0,30.7,63.8,27.0,8.0,'t Hofke,335,0.14081458659938909,6.3,0.61,7.5,20.0,22.0,45.0,11.0,58.0,9.0,6.0,0,REYNOUTRIA JAPONICA,Zomereik,,,,13.5,1.0,1.0,5.0,63.916666666666664,9.986414591471354,0.4073607765712656
51448,5533,39.29,245.0,30.7,63.8,27.0,8.0,'t Hofke,335,0.11143052087253572,6.3,0.61,7.5,20.0,22.0,45.0,11.0,58.0,9.0,6.0,0,,Zomereik,,,,18.75,,1.0,4.0,63.916666666666664,9.986414591471354,0.32987741057544867
51448,5534,39.29,245.0,30.7,63.8,27.0,8.0,'t Hofke,335,0.11066674128275823,6.3,0.61,7.5,20.0,22.0,45.0,11.0,58.0,9.0,6.0,0,,,,,,,,,,63.916666666666664,9.986414591471354,0.3468988403956448
51448,5535,39.29,245.0,30.7,63.8,27.0,8.0,'t Hofke,335,0.07730089419187701,6.3,0.61,7.5,20.0,22.0,45.0,11.0,58.0,9.0,6.0,0,,,,,,,,,,63.916666666666664,9.986414591471354,0.1179188102492524
51448,5536,39.29,245.0,30.7,63.8,27.0,8.0,'t Hofke,335,0.0013120723644383997,6.3,0.61,7.5,20.0,22.0,45.0,11.0,58.0,9.0,6.0,0,,,,,,,,,,63.916666666666664,9.986414591471354,0.011812242617577353
51448,5537,39.29,245.0,30.7,63.8,27.0,8.0,'t Hofke,335,0.0,6.3,0.61,7.5,20.0,22.0,45.0,11.0,58.0,9.0,6.0,0,,,,,,,,,,63.916666666666664,9.986414591471354,0.09831921499473154
51448,5538,,,30.8,,46.2,16.0,Urkhoven,334,0.0,,,,1.0,,,,,,,0,,,,,,,,,,63.916666666666664,9.986414591471354,0.2055246187843162
51449,5359,,,,,,,Eindhoven Airport,638,0.03742412678981503,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.08690786535253844
51449,5360,,,,,,,Eindhoven Airport,638,0.18291836259466399,,,,,,,,,,,0,,Zomereik,,,,13.5,,1.0,10.0,,,0.19399378182575874
51449,5361,,,,,,,Eindhoven Airport,638,0.2217436556812839,,,,,,,,,,,0,,Zomereik,,,,16.5,,1.0,10.0,64.25,9.933415730794271,0.031236556247086912
51449,5362,,,,,,,Eindhoven Airport,638,0.7845353609379866,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.0
51449,5363,,,,,,,Eindhoven Airport,638,0.9185092396609165,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.0
51449,5364,,,,,,,Eindhoven Airport,638,0.4601449428454526,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.0
51449,5365,,,,,,,Eindhoven Airport,638,0.16719433370789497,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.0
51449,5366,,,,,,,Eindhoven Airport,638,0.2848397727365677,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.0
51449,5367,,,,,,,Eindhoven Airport,638,0.612332054718295,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.0
51449,5368,,,,,,,Eindhoven Airport,638,0.8149020092503945,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.0
51449,5369,,,,,,,Eindhoven Airport,638,0.584446027772116,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.0
51449,5370,,,,,,,Eindhoven Airport,638,0.07545582948967604,,,,,,,,,,,0,,,,,,,,,,,,0.0
51449,5371,,,,,,,Eindhoven Airport,638,0.23390616671722092,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.0
51449,5372,,,,,,,Eindhoven Airport,638,0.9040103136992866,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.0
51449,5373,,,,,,,Eindhoven Airport,638,0.95,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.0
51449,5374,,,,,,,Eindhoven Airport,638,0.95,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.0
51449,5375,,,,,,,Eindhoven Airport,638,0.4110301365499116,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.0
51449,5376,,,,,,,Eindhoven Airport,638,0.07851749747635026,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.0
51449,5377,,,,,,,Eindhoven Airport,638,0.10180573488351718,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.0
51449,5378,,,,,,,Eindhoven Airport,638,0.16673702860813147,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.0
51449,5379,,,,,,,Eindhoven Airport,638,0.2843717336121477,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.0
51449,5380,,,,,,,Eindhoven Airport,638,0.9197275349121176,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.0
51449,5381,,,,,,,Eindhoven Airport,638,0.95,,,,,,,,,,,0,,,,,,,,,,,,0.0
51449,5382,,,,,,,Eindhoven Airport,638,0.95,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.0
51449,5383,,,,,,,Eindhoven Airport,638,0.95,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.0
51449,5384,,,,,,,Eindhoven Airport,638,0.586475046477228,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.0
51449,5385,,,,,,,Eindhoven Airport,638,0.7103011548785555,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.0
51449,5386,,,,,,,Eindhoven Airport,638,0.2229324184209513,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.0
51449,5387,,,,,,,Eindhoven Airport,638,0.19974997035059905,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.0
51449,5388,,,,,,,Eindhoven Airport,638,0.14376029777554694,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.0
51449,5389,,,,,,,Eindhoven Airport,638,0.34254286786224286,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.0
51449,5390,,,,,,,Eindhoven Airport,638,0.26917848318288984,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.0
51449,5391,,,,,,,Eindhoven Airport,638,0.4671191897398322,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.0
51449,5392,,,,,,,Eindhoven Airport,638,0.3990347172934299,,,,,,,,,,,0,,,,,,,,,,,,0.0
51449,5393,,,,,,,Eindhoven Airport,638,0.5635301597304352,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.0
51449,5394,,,,,,,Flight Forum,637,0.6084233106236308,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.3864901528479744
51449,5395,,,,,,,Flight Forum,637,0.5126203177994264,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.95
51449,5396,,,,,,,Flight Forum,637,0.31562434841612297,,,,,,,,,,,0,,Moeraseik,,,,10.5,,1.0,1.0,64.25,9.933415730794271,0.95
51449,5397,,,,,,,Flight Forum,637,0.12549023771468037,,,,,,,,,,,0,,Moeraseik,,,,10.5,,2.0,9.0,64.25,9.933415730794271,0.95
51449,5398,,,,,,,Flight Forum,637,0.062467518224113325,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.7504955115579738
51449,5399,,,,,,,Flight Forum,637,0.06221051777369548,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.3189359205471428
51449,5400,,,,,,,Flight Forum,637,0.10980575656628005,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.03192417515378247
51449,5401,,,,,,,Flight Forum,637,0.19075373980333477,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.5037819520578306
51449,5402,,,,,,,Flight Forum,637,0.43522676418694145,,,,,,,,,,,0,,,,,,,,,,,,0.6700679365243083
51449,5403,,,,,,,Flight Forum,637,0.2524321280711131,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.05667377397172158
51449,5404,,,,,,,Flight Forum,637,0.12505318189183662,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.39115298603822163
51449,5405,,,,,,,Flight Forum,637,0.5279453963757332,,,,,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.95
51449,5406,,,,,,,Flight Forum,637,0.8089719418355248,,,,,,,,,,,0,,Zachte berk,,,,10.5,,3.0,3.0,64.25,9.933415730794271,0.95
51449,5407,,,,,,,Flight Forum,637,0.95,,,,,,,,,,,0,,Zachte berk,,,,7.5,,3.0,11.0,64.25,9.933415730794271,0.8014580987563367
51449,5408,,,,,,,Flight Forum,637,0.7284221116387186,,,,,,,,,,,0,,Zachte berk,,,,7.5,,6.0,13.0,64.25,9.933415730794271,0.6169525914798688
51449,5409,,,,,,,Flight Forum,637,0.7636324907259298,,,,,,,,,,,0,,Berk,,,,10.5,,5.0,34.0,64.25,9.933415730794271,0.5567986185594485
51449,5410,56.2,372.0,39.7,78.4,27.1,3.0,Zandrijk,634,0.7251183633922406,6.0,0.59,7.8,59.0,15.0,45.0,4.0,55.0,13.0,2.0,0,,Berk,,,,10.5,,4.0,22.0,64.25,9.933415730794271,0.27066383553199264
51449,5411,56.2,372.0,39.7,78.4,27.1,3.0,Zandrijk,634,0.367559968467949,6.0,0.59,7.8,59.0,15.0,45.0,4.0,55.0,13.0,2.0,0,,Berk,,,,7.5,,4.0,19.0,64.25,9.933415730794271,0.6885596906324134
51449,5412,,,,,,50.0,Meerbos,632,0.15578381357543133,,,,0.0,,,,,,,0,CONVALLARIA MAJALIS,Zomereik,,,,9.0,1.0,3.0,8.0,64.25,9.933415730794271,0.95
51449,5413,,,,,,50.0,Meerbos,632,0.10218080660346933,,,,0.0,,,,,,,0,,Zomereik,,,,13.5,,1.0,1.0,,,0.7541408658246359
51449,5414,,,,,,50.0,Meerbos,632,0.105929622122618,,,,0.0,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.40352519802793674
51449,5415,,,,,,50.0,Meerbos,632,0.05528797564815939,,,,0.0,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.6061907668811707
51449,5416,,,,,,50.0,Meerbos,632,0.029213436317733103,,,,0.0,,,,,,,0,,Zomereik,,,,13.5,,1.0,6.0,64.25,9.933415730794271,0.3494068506094921
51449,5417,,,,,,50.0,Meerbos,632,0.05481253798209018,,,,0.0,,,,,,,0,,Zomereik,,,,10.5,,2.0,5.0,64.25,9.933415730794271,0.13731909642631554
51449,5418,,,,,,50.0,Meerbos,632,0.019430735466877902,,,,0.0,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.0
51449,5419,,,,,,50.0,Meerbos,632,0.027752290575593228,,,,0.0,,,,,,,0,,,,,,,,,,64.25,9.933415730794271,0.0
51449,5420,,,,,,50.0,Meerbos,632,0.02306402341178918,,,,0.0,,,,,,,0,,,,,,,,,,64.58333333333333,10.11907958984375,0.0
51449,5421,,,,,,50.0,Meerbos,632,0.02176990961375705,,,,0.0,,,,,,,0,,,,,,,,,,64.58333333333333,10.11907958984375,0.0
51449,5422,,,,,,50.0,Meerbos,632,0.004066520258575848,,,,0.0,,,,,,,0,,,,,,,,,,64.58333333333333,10.11907958984375,0.13173681426763198
51449,5423,,,,,,50.0,Meerbos,632,0.2041615631866678,,,,0.0,,,,,,,0,,,,,,,,,,64.58333333333333,10.11907958984375,0.15717803187972815
51449,5424,,,60.0,,20.0,,Wielewaal,626,0.5336506662423649,,,,0.0,,,,,,,0,,,,,,,,,,,,0.10339968551851486
